chrom	start	end	GC
chr2	11200000	11300000	0.36316
chr2	11300000	11400000	0.42574
chr2	11400000	11500000	0.44249
chr2	11500000	11600000	0.47068
chr2	11600000	11700000	0.48062
chr2	11700000	11800000	0.46545
chr2	11800000	11900000	0.45226
chr2	11900000	12000000	0.42553
chr2	12000000	12100000	0.41619
chr2	12100000	12200000	0.42421
chr2	12200000	12300000	0.38164
chr2	12300000	12400000	0.40003
chr2	12400000	12500000	0.39806
chr2	12500000	12600000	0.39553
chr2	12600000	12700000	0.41072
chr2	12700000	12800000	0.42872
chr2	12800000	12900000	0.4026
chr2	12900000	13000000	0.3759
chr2	13000000	13100000	0.36242
chr2	13100000	13200000	0.36275
chr2	13200000	13300000	0.35015
chr2	13300000	13400000	0.34982
chr2	13400000	13500000	0.35325
chr2	13500000	13600000	0.36175
chr2	13600000	13700000	0.35599
chr2	13700000	13800000	0.35585
chr2	13800000	13900000	0.35163
chr2	13900000	14000000	0.34909
chr2	14000000	14100000	0.34771
chr2	14100000	14200000	0.35403
chr2	14200000	14300000	0.36941
chr2	14300000	14400000	0.37414
chr2	14400000	14500000	0.37516
chr2	14500000	14600000	0.39806
chr2	14600000	14700000	0.39127
chr2	14700000	14800000	0.40177
chr2	14800000	14900000	0.38879
chr2	14900000	15000000	0.40807
chr2	15000000	15100000	0.41572
chr2	15100000	15200000	0.4189
chr2	15200000	15300000	0.389
chr2	15300000	15400000	0.37769
chr2	15400000	15500000	0.3756
chr2	15500000	15600000	0.3938
chr2	15600000	15700000	0.44782
chr2	15700000	15800000	0.47735
chr2	15800000	15900000	0.45354
chr2	15900000	16000000	0.46175
chr2	16000000	16100000	0.46391
chr2	16100000	16200000	0.43536363636363634
chr2	16200000	16300000	0.44642
chr2	16300000	16400000	0.41124
chr2	16400000	16500000	0.41259
chr2	16500000	16600000	0.40451
chr2	16600000	16700000	0.43125
chr2	16700000	16800000	0.42703
chr2	16800000	16900000	0.38537
chr2	16900000	17000000	0.38235
chr2	17000000	17100000	0.37581
chr2	17100000	17200000	0.37891
chr2	17200000	17300000	0.37994
chr2	17300000	17400000	0.39426
chr2	17400000	17500000	0.35724
chr2	17500000	17600000	0.36922
chr2	17600000	17700000	0.41586
chr2	17700000	17800000	0.37319
chr2	17800000	17900000	0.43064
chr2	17900000	18000000	0.41399
chr2	18000000	18100000	0.40119
chr2	18100000	18200000	0.39984
chr2	18200000	18300000	0.37953
chr2	18300000	18400000	0.38561
chr2	18400000	18500000	0.39289
chr2	18500000	18600000	0.39048
chr2	18600000	18700000	0.38763
chr2	18700000	18800000	0.37307
chr2	18800000	18900000	0.38707
chr2	18900000	19000000	0.37727
chr2	19000000	19100000	0.39567
chr2	19100000	19200000	0.38659
chr2	19200000	19300000	0.40759
chr2	19300000	19400000	0.42459
chr2	19400000	19500000	0.38626
chr2	19500000	19600000	0.39409
chr2	19600000	19700000	0.43033
chr2	19700000	19800000	0.4597
chr2	19800000	19900000	0.45652
chr2	19900000	20000000	0.37408
chr2	20000000	20100000	0.43715
chr2	20100000	20200000	0.49957
chr2	20200000	20300000	0.44195
chr2	20300000	20400000	0.41976
chr2	20400000	20500000	0.4655
chr2	20500000	20600000	0.51111
chr2	20600000	20700000	0.5047
chr2	20700000	20800000	0.37744
chr2	20800000	20900000	0.39309
chr2	20900000	21000000	0.4618246182461825
chr2	21000000	21100000	0.40806
chr2	21100000	21200000	0.36576
chr2	21200000	21300000	0.40935
chr2	21300000	21400000	0.40573
chr2	21400000	21500000	0.39328
chr2	21500000	21600000	0.37529
chr2	21600000	21700000	0.38775
chr2	21700000	21800000	0.36838
chr2	21800000	21900000	0.37588
chr2	21900000	22000000	0.37612
chr2	22000000	22100000	0.35146
chr2	22100000	22200000	0.36377
chr2	22200000	22300000	0.36247
chr2	22300000	22400000	0.37206
chr2	22400000	22500000	0.37081
chr2	22500000	22600000	0.37385
chr2	22600000	22700000	0.37756
chr2	22700000	22800000	0.37371
chr2	22800000	22900000	0.39294
chr2	22900000	23000000	0.39748
chr2	23000000	23100000	0.4328
chr2	23100000	23200000	0.41856
chr2	23200000	23300000	0.42932
chr2	23300000	23400000	0.46162
chr2	23400000	23500000	0.47204
chr2	23500000	23600000	0.51433
chr2	23600000	23700000	0.53331
chr2	23700000	23800000	0.39137
chr2	23800000	23900000	0.37996
chr2	23900000	24000000	0.42582
chr2	24000000	24100000	0.46546
chr2	24100000	24200000	0.42209
chr2	24200000	24300000	0.40295
chr2	24300000	24400000	0.41471
chr2	24400000	24500000	0.4267
chr2	24500000	24600000	0.37702
chr2	24600000	24700000	0.36038
chr2	24700000	24800000	0.39744
chr2	24800000	24900000	0.49216
chr2	24900000	25000000	0.4543
chr2	25000000	25100000	0.46747
chr2	25100000	25200000	0.48733
chr2	25200000	25300000	0.51931
chr2	25300000	25400000	0.51656
chr2	25400000	25500000	0.41955
chr2	25500000	25600000	0.40762
chr2	25600000	25700000	0.4184
chr2	25700000	25800000	0.41051
chr2	25800000	25900000	0.41308
chr2	25900000	26000000	0.47904
chr2	26000000	26100000	0.4329
chr2	26100000	26200000	0.45595
chr2	26200000	26300000	0.41274
chr2	26300000	26400000	0.42658
chr2	26400000	26500000	0.49056
chr2	26500000	26600000	0.51112
chr2	26600000	26700000	0.49218
chr2	26700000	26800000	0.50412
chr2	26800000	26900000	0.45415
chr2	26900000	27000000	0.46421
chr2	27000000	27100000	0.51002
chr2	27100000	27200000	0.48101
chr2	27200000	27300000	0.50241
chr2	27300000	27400000	0.48933
chr2	27400000	27500000	0.46666
chr2	27500000	27600000	0.43886
chr2	27600000	27700000	0.407
chr2	27700000	27800000	0.4511
chr2	27800000	27900000	0.40272
chr2	27900000	28000000	0.36834
chr2	28000000	28100000	0.36936
chr2	28100000	28200000	0.3984
chr2	28200000	28300000	0.41162
chr2	28300000	28400000	0.49812
chr2	28400000	28500000	0.48674
chr2	28500000	28600000	0.46152
chr2	28600000	28700000	0.47648
chr2	28700000	28800000	0.41458
chr2	28800000	28900000	0.41346
chr2	28900000	29000000	0.43571
chr2	29000000	29100000	0.48042
chr2	29100000	29200000	0.38671
chr2	29200000	29300000	0.4754
chr2	29300000	29400000	0.4558
chr2	29400000	29500000	0.41684
chr2	29500000	29600000	0.42999
chr2	29600000	29700000	0.41004
chr2	29700000	29800000	0.43129
chr2	29800000	29900000	0.4299
chr2	29900000	30000000	0.42235
chr2	30000000	30100000	0.41692
chr2	30100000	30200000	0.4398
chr2	30200000	30300000	0.46391
chr2	30300000	30400000	0.45682
chr2	30400000	30500000	0.40516
chr2	30500000	30600000	0.36916
chr2	30600000	30700000	0.42221
chr2	30700000	30800000	0.4573
chr2	30800000	30900000	0.4199
chr2	30900000	31000000	0.48194
chr2	31000000	31100000	0.45638
chr2	31100000	31200000	0.43899
chr2	31200000	31300000	0.46487
chr2	31300000	31400000	0.43269
chr2	31400000	31500000	0.4048040480404804
chr2	31500000	31600000	0.39508185245557365
chr2	31600000	31700000	0.38378
chr2	31700000	31800000	0.39513
chr2	31800000	31900000	0.37656
chr2	31900000	32000000	0.38567
chr2	32000000	32100000	0.43232
chr2	32100000	32200000	0.3934
chr2	32200000	32300000	0.42322
chr2	32300000	32400000	0.417
chr2	32400000	32500000	0.36895
chr2	32500000	32600000	0.36905
chr2	32600000	32700000	0.40401
chr2	32700000	32800000	0.38841
chr2	32800000	32900000	0.4201010101010101
chr2	32900000	33000000	0.427
chr2	33000000	33100000	0.40588
chr2	33100000	33200000	0.40243
chr2	33200000	33300000	0.39413
chr2	33300000	33400000	0.39759
chr2	33400000	33500000	0.40832
chr2	33500000	33600000	0.40254
chr2	33600000	33700000	0.39809
chr2	33700000	33800000	0.41336
chr2	33800000	33900000	0.40373
chr2	33900000	34000000	0.38811
chr2	34000000	34100000	0.37846
chr2	34100000	34200000	0.38369
chr2	34200000	34300000	0.37274
chr2	34300000	34400000	0.36781
chr2	34400000	34500000	0.37887
chr2	34500000	34600000	0.37509
chr2	34600000	34700000	0.36907
chr2	34700000	34800000	0.36639
chr2	34800000	34900000	0.36039
chr2	34900000	35000000	0.35183
chr2	35000000	35100000	0.34119
chr2	35100000	35200000	0.34992
chr2	35200000	35300000	0.34706
chr2	35300000	35400000	0.35914
chr2	35400000	35500000	0.3573
chr2	35500000	35600000	0.3684
chr2	35600000	35700000	0.34702
chr2	35700000	35800000	0.36012
chr2	35800000	35900000	0.37282
chr2	35900000	36000000	0.36808
chr2	36000000	36100000	0.37731
chr2	36100000	36200000	0.38842
chr2	36200000	36300000	0.37603
chr2	36300000	36400000	0.40105
chr2	36400000	36500000	0.39729
chr2	36500000	36600000	0.40332
chr2	36600000	36700000	0.39446
chr2	36700000	36800000	0.42855
chr2	36800000	36900000	0.39451
chr2	36900000	37000000	0.39374
chr2	37000000	37100000	0.37944
chr2	37100000	37200000	0.41711
chr2	37200000	37300000	0.37628
chr2	37300000	37400000	0.40411
chr2	37400000	37500000	0.39082
chr2	37500000	37600000	0.391
chr2	37600000	37700000	0.42007
chr2	37700000	37800000	0.40882
chr2	37800000	37900000	0.43083
chr2	37900000	38000000	0.38963
chr2	38000000	38100000	0.41434
chr2	38100000	38200000	0.41953
chr2	38200000	38300000	0.40805
chr2	38300000	38400000	0.41192
chr2	38400000	38500000	0.45898
chr2	38500000	38600000	0.40458
chr2	38600000	38700000	0.43901
chr2	38700000	38800000	0.4503
chr2	38800000	38900000	0.40757
chr2	38900000	39000000	0.4057
chr2	39000000	39100000	0.36775
chr2	39100000	39200000	0.42329
chr2	39200000	39300000	0.38176
chr2	39300000	39400000	0.36565
chr2	39400000	39500000	0.39926
chr2	39500000	39600000	0.41729
chr2	39600000	39700000	0.40863
chr2	39700000	39800000	0.38824
chr2	39800000	39900000	0.38623
chr2	39900000	40000000	0.38957
chr2	40000000	40100000	0.38905
chr2	40100000	40200000	0.38764
chr2	40200000	40300000	0.38577
chr2	40300000	40400000	0.37082
chr2	40400000	40500000	0.38001
chr2	40500000	40600000	0.34959
chr2	40600000	40700000	0.34933
chr2	40700000	40800000	0.34832
chr2	40800000	40900000	0.35238
chr2	40900000	41000000	0.33846
chr2	41000000	41100000	0.35314
chr2	41100000	41200000	0.35066
chr2	41200000	41300000	0.35889
chr2	41300000	41400000	0.36611
chr2	41400000	41500000	0.36943
chr2	41500000	41600000	0.37642
chr2	41600000	41700000	0.37995
chr2	41700000	41800000	0.41205
chr2	41800000	41900000	0.41424
chr2	41900000	42000000	0.45608
chr2	42000000	42100000	0.48196
chr2	42100000	42200000	0.42351
chr2	42200000	42300000	0.37419
chr2	42300000	42400000	0.42688
chr2	42400000	42500000	0.4195
chr2	42500000	42600000	0.45495
chr2	42600000	42700000	0.41239
chr2	42700000	42800000	0.45216
chr2	42800000	42900000	0.46225
chr2	42900000	43000000	0.49886
chr2	43000000	43100000	0.50198
chr2	43100000	43200000	0.51668
chr2	43200000	43300000	0.48893
chr2	43300000	43400000	0.40638
chr2	43400000	43500000	0.38516
chr2	43500000	43600000	0.37723
chr2	43600000	43700000	0.39802
chr2	43700000	43800000	0.38925
chr2	43800000	43900000	0.43497
chr2	43900000	44000000	0.37249
chr2	44000000	44100000	0.44482
chr2	44100000	44200000	0.41827
chr2	44200000	44300000	0.40117
chr2	44300000	44400000	0.37833
chr2	44400000	44500000	0.35945
chr2	44500000	44600000	0.38762
chr2	44600000	44700000	0.38104
chr2	44700000	44800000	0.40919
chr2	44800000	44900000	0.43261
chr2	44900000	45000000	0.49113
chr2	45000000	45100000	0.47001
chr2	45100000	45200000	0.42975
chr2	45200000	45300000	0.44365
chr2	45300000	45400000	0.42574
chr2	45400000	45500000	0.36012
chr2	45500000	45600000	0.36674
chr2	45600000	45700000	0.42826
chr2	45700000	45800000	0.45494
chr2	45800000	45900000	0.44723
chr2	45900000	46000000	0.44472
chr2	46000000	46100000	0.43451
chr2	46100000	46200000	0.44962
chr2	46200000	46300000	0.43692
chr2	46300000	46400000	0.45613
chr2	46400000	46500000	0.42999
chr2	46500000	46600000	0.42747
chr2	46600000	46700000	0.40838
chr2	46700000	46800000	0.38152
chr2	46800000	46900000	0.47676
chr2	46900000	47000000	0.48018
chr2	47000000	47100000	0.52864
chr2	47100000	47200000	0.42052
chr2	47200000	47300000	0.45904
chr2	47300000	47400000	0.45802
chr2	47400000	47500000	0.4231
chr2	47500000	47600000	0.47942
chr2	47600000	47700000	0.4574
chr2	47700000	47800000	0.45332
chr2	47800000	47900000	0.3897
chr2	47900000	48000000	0.40124
chr2	48000000	48100000	0.39454
chr2	48100000	48200000	0.40502
chr2	48200000	48300000	0.40228
chr2	48300000	48400000	0.37829
chr2	48400000	48500000	0.40855
chr2	48500000	48600000	0.44251
chr2	48600000	48700000	0.37891
chr2	48700000	48800000	0.41014
chr2	48800000	48900000	0.41435
chr2	48900000	49000000	0.41131
chr2	49000000	49100000	0.38197
chr2	49100000	49200000	0.3932
chr2	49200000	49300000	0.3848
chr2	49300000	49400000	0.3722
chr2	49400000	49500000	0.36149
chr2	49500000	49600000	0.36587
chr2	49600000	49700000	0.37079
chr2	49700000	49800000	0.36576
chr2	49800000	49900000	0.37188
chr2	49900000	50000000	0.35647
chr2	50000000	50100000	0.35991
chr2	50100000	50200000	0.34967
chr2	50200000	50300000	0.3467
chr2	50300000	50400000	0.36719
chr2	50400000	50500000	0.37069
chr2	50500000	50600000	0.36011
chr2	50600000	50700000	0.35756
chr2	50700000	50800000	0.36238
chr2	50800000	50900000	0.35415
chr2	50900000	51000000	0.345
chr2	51000000	51100000	0.3589
chr2	51100000	51200000	0.36202
chr2	51200000	51300000	0.35619
chr2	51300000	51400000	0.3607
chr2	51400000	51500000	0.35169
chr2	51500000	51600000	0.34256
chr2	51600000	51700000	0.34468
chr2	51700000	51800000	0.35211
chr2	51800000	51900000	0.3491
chr2	51900000	52000000	0.35433
chr2	52000000	52100000	0.36205
chr2	52100000	52200000	0.33673
chr2	52200000	52300000	0.35014
chr2	52300000	52400000	0.36059
chr2	52400000	52500000	0.37098
chr2	52500000	52600000	0.36807
chr2	52600000	52700000	0.36875
chr2	52700000	52800000	0.36328
chr2	52800000	52900000	0.36307
chr2	52900000	53000000	0.36245
chr2	53000000	53100000	0.35682
chr2	53100000	53200000	0.36135
chr2	53200000	53300000	0.37595
chr2	53300000	53400000	0.36231
chr2	53400000	53500000	0.40011
chr2	53500000	53600000	0.4023
chr2	53600000	53700000	0.39475
chr2	53700000	53800000	0.38705
chr2	53800000	53900000	0.39722
chr2	53900000	54000000	0.39681
chr2	54000000	54100000	0.42117
chr2	54100000	54200000	0.39439
chr2	54200000	54300000	0.38572
chr2	54300000	54400000	0.39305
chr2	54400000	54500000	0.41299
chr2	54500000	54600000	0.42811
chr2	54600000	54700000	0.43565
chr2	54700000	54800000	0.40028
chr2	54800000	54900000	0.39511
chr2	54900000	55000000	0.41477
chr2	55000000	55100000	0.38834
chr2	55100000	55200000	0.42452
chr2	55200000	55300000	0.40127
chr2	55300000	55400000	0.36147
chr2	55400000	55500000	0.40724
chr2	55500000	55600000	0.3846
chr2	55600000	55700000	0.40486
chr2	55700000	55800000	0.40547
chr2	55800000	55900000	0.38488
chr2	55900000	56000000	0.38365
chr2	56000000	56100000	0.38359
chr2	56100000	56200000	0.41919
chr2	56200000	56300000	0.38487
chr2	56300000	56400000	0.36994
chr2	56400000	56500000	0.37402
chr2	56500000	56600000	0.35855
chr2	56600000	56700000	0.37124
chr2	56700000	56800000	0.35594
chr2	56800000	56900000	0.35592
chr2	56900000	57000000	0.35326
chr2	57000000	57100000	0.3648
chr2	57100000	57200000	0.35189
chr2	57200000	57300000	0.36655
chr2	57300000	57400000	0.34417
chr2	57400000	57500000	0.35325
chr2	57500000	57600000	0.35574
chr2	57600000	57700000	0.35308
chr2	57700000	57800000	0.35959
chr2	57800000	57900000	0.35256
chr2	57900000	58000000	0.35096
chr2	58000000	58100000	0.35023
chr2	58100000	58200000	0.35695
chr2	58200000	58300000	0.36043
chr2	58300000	58400000	0.3765
chr2	58400000	58500000	0.37319
chr2	58500000	58600000	0.37579
chr2	58600000	58700000	0.35968
chr2	58700000	58800000	0.37005
chr2	58800000	58900000	0.38639
chr2	58900000	59000000	0.37608
chr2	59000000	59100000	0.38912
chr2	59100000	59200000	0.39304
chr2	59200000	59300000	0.37673
chr2	59300000	59400000	0.35723
chr2	59400000	59500000	0.36747
chr2	59500000	59600000	0.38389
chr2	59600000	59700000	0.36731
chr2	59700000	59800000	0.38252
chr2	59800000	59900000	0.40808
chr2	59900000	60000000	0.40352
chr2	60000000	60100000	0.40824
chr2	60100000	60200000	0.40471
chr2	60200000	60300000	0.41912
chr2	60300000	60400000	0.43425
chr2	60400000	60500000	0.44818
chr2	60500000	60600000	0.43698
chr2	60600000	60700000	0.43698
chr2	60700000	60800000	0.42369
chr2	60800000	60900000	0.43622
chr2	60900000	61000000	0.38961
chr2	61000000	61100000	0.40126
chr2	61100000	61200000	0.42709
chr2	61200000	61300000	0.36817
chr2	61300000	61400000	0.3772
chr2	61400000	61500000	0.42435
chr2	61500000	61600000	0.43422
chr2	61600000	61700000	0.4297
chr2	61700000	61800000	0.4246
chr2	61800000	61900000	0.42638
chr2	61900000	62000000	0.41129
chr2	62000000	62100000	0.40192
chr2	62100000	62200000	0.43327
chr2	62200000	62300000	0.44691
chr2	62300000	62400000	0.44123
chr2	62400000	62500000	0.44515
chr2	62500000	62600000	0.40084
chr2	62600000	62700000	0.39402
chr2	62700000	62800000	0.37381
chr2	62800000	62900000	0.37151
chr2	62900000	63000000	0.35581
chr2	63000000	63100000	0.39433
chr2	63100000	63200000	0.36659
chr2	63200000	63300000	0.36571
chr2	63300000	63400000	0.37783
chr2	63400000	63500000	0.36855
chr2	63500000	63600000	0.37875
chr2	63600000	63700000	0.39176
chr2	63700000	63800000	0.38581
chr2	63800000	63900000	0.385
chr2	63900000	64000000	0.3662
chr2	64000000	64100000	0.40609
chr2	64100000	64200000	0.38141
chr2	64200000	64300000	0.42417
chr2	64300000	64400000	0.44221
chr2	64400000	64500000	0.42909
chr2	64500000	64600000	0.39392
chr2	64600000	64700000	0.43562
chr2	64700000	64800000	0.40985
chr2	64800000	64900000	0.45766
chr2	64900000	65000000	0.45367
chr2	65000000	65100000	0.45046
chr2	65100000	65200000	0.43793
chr2	65200000	65300000	0.41052
chr2	65300000	65400000	0.43819
chr2	65400000	65500000	0.44509
chr2	65500000	65600000	0.44384
chr2	65600000	65700000	0.42732
chr2	65700000	65800000	0.41113
chr2	65800000	65900000	0.40897
chr2	65900000	66000000	0.40305
chr2	66000000	66100000	0.40879
chr2	66100000	66200000	0.39209
chr2	66200000	66300000	0.40146
chr2	66300000	66400000	0.39185
chr2	66400000	66500000	0.39813
chr2	66500000	66600000	0.39418
chr2	66600000	66700000	0.38126
chr2	66700000	66800000	0.37947
chr2	66800000	66900000	0.3842
chr2	66900000	67000000	0.37653
chr2	67000000	67100000	0.37738
chr2	67100000	67200000	0.35711
chr2	67200000	67300000	0.38336
chr2	67300000	67400000	0.37776
chr2	67400000	67500000	0.37237
chr2	67500000	67600000	0.38959
chr2	67600000	67700000	0.39751
chr2	67700000	67800000	0.40657
chr2	67800000	67900000	0.41399
chr2	67900000	68000000	0.41192
chr2	68000000	68100000	0.38336
chr2	68100000	68200000	0.3977
chr2	68200000	68300000	0.38093
chr2	68300000	68400000	0.40366
chr2	68400000	68500000	0.39854
chr2	68500000	68600000	0.35726
chr2	68600000	68700000	0.40814
chr2	68700000	68800000	0.41717
chr2	68800000	68900000	0.41825
chr2	68900000	69000000	0.39961
chr2	69000000	69100000	0.39923
chr2	69100000	69200000	0.43146
chr2	69200000	69300000	0.42341
chr2	69300000	69400000	0.41129
chr2	69400000	69500000	0.42275
chr2	69500000	69600000	0.41812
chr2	69600000	69700000	0.41793
chr2	69700000	69800000	0.42746
chr2	69800000	69900000	0.3991
chr2	69900000	70000000	0.45754
chr2	70000000	70100000	0.44419
chr2	70100000	70200000	0.46384
chr2	70200000	70300000	0.42516
chr2	70300000	70400000	0.44679
chr2	70400000	70500000	0.43011
chr2	70500000	70600000	0.42179
chr2	70600000	70700000	0.44586
chr2	70700000	70800000	0.44497
chr2	70800000	70900000	0.45847
chr2	70900000	71000000	0.48785
chr2	71000000	71100000	0.463
chr2	71100000	71200000	0.43594
chr2	71200000	71300000	0.40683
chr2	71300000	71400000	0.38488
chr2	71400000	71500000	0.43135
chr2	71500000	71600000	0.52403
chr2	71600000	71700000	0.47467
chr2	71700000	71800000	0.46869
chr2	71800000	71900000	0.4747
chr2	71900000	72000000	0.41627
chr2	72000000	72100000	0.45557
chr2	72100000	72200000	0.47754
chr2	72200000	72300000	0.37927
chr2	72300000	72400000	0.36362
chr2	72400000	72500000	0.37322
chr2	72500000	72600000	0.34962
chr2	72600000	72700000	0.3749
chr2	72700000	72800000	0.37202
chr2	72800000	72900000	0.41894
chr2	72900000	73000000	0.52471
chr2	73000000	73100000	0.48252
chr2	73100000	73200000	0.46839
chr2	73200000	73300000	0.50166
chr2	73300000	73400000	0.41259
chr2	73400000	73500000	0.3792
chr2	73500000	73600000	0.37776
chr2	73600000	73700000	0.4282
chr2	73700000	73800000	0.43876
chr2	73800000	73900000	0.42581
chr2	73900000	74000000	0.45619
chr2	74000000	74100000	0.46199
chr2	74100000	74200000	0.4533
chr2	74200000	74300000	0.465
chr2	74300000	74400000	0.44922
chr2	74400000	74500000	0.50694
chr2	74500000	74600000	0.48543
chr2	74600000	74700000	0.41498
chr2	74700000	74800000	0.43088
chr2	74800000	74900000	0.45759
chr2	74900000	75000000	0.42299
chr2	75000000	75100000	0.41844
chr2	75100000	75200000	0.39201
chr2	75200000	75300000	0.39029
chr2	75300000	75400000	0.38864
chr2	75400000	75500000	0.3939
chr2	75500000	75600000	0.41215
chr2	75600000	75700000	0.39433
chr2	75700000	75800000	0.39025
chr2	75800000	75900000	0.38875
chr2	75900000	76000000	0.36355
chr2	76000000	76100000	0.35494
chr2	76100000	76200000	0.35924
chr2	76200000	76300000	0.36154
chr2	76300000	76400000	0.36954
chr2	76400000	76500000	0.36541
chr2	76500000	76600000	0.35983
chr2	76600000	76700000	0.35677
chr2	76700000	76800000	0.37288
chr2	76800000	76900000	0.34151
chr2	76900000	77000000	0.34738
chr2	77000000	77100000	0.35262
chr2	77100000	77200000	0.35591
chr2	77200000	77300000	0.34676
chr2	77300000	77400000	0.34125
chr2	77400000	77500000	0.35269
chr2	77500000	77600000	0.34946
chr2	77600000	77700000	0.34611
chr2	77700000	77800000	0.35717
chr2	77800000	77900000	0.35303
chr2	77900000	78000000	0.35385
chr2	78000000	78100000	0.34957
chr2	78100000	78200000	0.35381
chr2	78200000	78300000	0.3397
chr2	78300000	78400000	0.33889
chr2	78400000	78500000	0.3444
chr2	78500000	78600000	0.34972
chr2	78600000	78700000	0.35263
chr2	78700000	78800000	0.36873
chr2	78800000	78900000	0.36175
chr2	78900000	79000000	0.38195
chr2	79000000	79100000	0.40146
chr2	79100000	79200000	0.39421
chr2	79200000	79300000	0.39914
chr2	79300000	79400000	0.38208
chr2	79400000	79500000	0.37295
chr2	79500000	79600000	0.36892
chr2	79600000	79700000	0.36957
chr2	79700000	79800000	0.37541
chr2	79800000	79900000	0.38081
chr2	79900000	80000000	0.39029
chr2	80000000	80100000	0.39694
chr2	80100000	80200000	0.40632
chr2	80200000	80300000	0.4008
chr2	80300000	80400000	0.40148
chr2	80400000	80500000	0.38821
chr2	80500000	80600000	0.3913
chr2	80600000	80700000	0.36943
chr2	80700000	80800000	0.3678
chr2	80800000	80900000	0.37698
chr2	80900000	81000000	0.35283
chr2	81000000	81100000	0.35473
chr2	81100000	81200000	0.36795
chr2	81200000	81300000	0.34017
chr2	81300000	81400000	0.35306
chr2	81400000	81500000	0.35962
chr2	81500000	81600000	0.35318
chr2	81600000	81700000	0.36136
chr2	81700000	81800000	0.36067
chr2	81800000	81900000	0.35562
chr2	81900000	82000000	0.36217
chr2	82000000	82100000	0.35732
chr2	82100000	82200000	0.34855
